text,text_sentiment
see bottom #bitcoin? $btc #cryptos #bitcoincrash #bearmarket #ethereum #btc,0
bloody thursday. #inflation #recession #stockmarkets #stockmarketcrash #thursdayvibes,-1
#bulls come &amp; show power #stockmarketcrash need,0
@survivor_nfts @bermeisteroren #stockmarketcrash #amberheardisapsychopath #crypto,0
funny eth forks pumping right time like this_ __ #crypto #bearmarket #eth #bitcoin,1
"full force ronald reagan's war labor unions, tax cuts wealthy, finally coming form economic hurricane survive. go fooling yourself. #stockmarketcrash",-1
"__survival tips bear market__ __take eyes charts! __be sure take decent rest! __eat, pray, love __don__ blame yourself, together! __follow projects, artists, developers constantly building bear market. #bearmarket2022",1
big short!!! #stockmarketcrash #trading,0
really hate better thou outlook crypto_ fun #crypto #bearmarket #doge,1
feel ark invest ? #stonks #etf #stocks #wallstreet #bullmarket #bearmarket,0
__corrections high #stocks 1) #techm - 24% 2) #wipro - 26% 3) #mindtree - 30% 4) #dixon - 34% 5) #naukri - 42% 6) #hcltech - 23% 7) #bsoft - 27% 8) #coforge - 29% #stockmarketcrash,1
manic monday terrible tuesday woeful wednesday tearful thursday frustrating friday saddist saturday terms associated #bears #bearmarket #stockmarketcrash,-1
@hentairacist #stockmarketcrash,0
"right now, seems like whole financial world going collapse 2022 end. bond yields trailing inflation advanced economies. grain &amp; fuel prices r bettering remaining countries. chinese banks stopping depositors withdrawing money. #stockmarketcrash #bearmarket",-1
ahhh quindi è #bitcoin &amp; #crypto #bearmarket ? brrrr che freddo _____ï¸,0
"#stockmarkets crash, know #stonks crash much harder. reality many gullible ones want realize. hfsp, lol. #crypto #stockmarketcrash",-1
99% indians invested stock market give shit ukraine - russia war __ #nifty #stockmarketcrash #russiaukraine,-1
@quinquela_12 @shotsbymatta @kaddexofficial 2022 blow people's minds sure. know there'll #bearmarket excited #alts beginning pickup steam weaken $btc dominance. hopefully @kaddexofficial $kdx zero gas #dex force year,1
think you__e getting good trading #btc proves wrong _¤¡ #bearmarket,-1
"trending #bearmarket falling place biggest bull-run come next following months ""good comes wait"" #shinja #saitama #shiba",1
"think market bottom may in. ukraine rate hikes priced in. fact, fed may able raise rates previously expected year #stockmarketcrash #stockmarket",0
@dmuthuk sir mutual fund ? sip stocks better mutual funds? #stockmarketcrash #stockmarket,1
@rubinreport @mazemoore distraction disastrous #bidenomics. sad. #stockmarketcrash #inflation,-1
wild measure economic health shit. could start basing economy tim eric prices skit week anyone noticed. #stockmarketcrash,-1
take #oil $100+ impact india &amp; indian equities... india isn__ affected supply perspective due russian issue &amp; sanctions levied them. russian oil accounts 1% total imports. opec #stockmarketcrash #ukraineconflict,-1
"starting dca, get...any trade 20-30%+ cash initial investment let profit portion run long term till 2024 bitcoin halving #btc #crypto #bearmarket",1
@cryptoworldjosh buy theory coin. #permabear #bearmarket #capitulation,0
"@cardano_whale @swag_stakepool #bearmarket yet soulcrushing enough small investors, lol...",0
breaking: wall street opens 2% lower #russiainvadedukraine #dow 700 points. #stockmarketcrash,-1
time get rich market! lot stocks sale right now__ #stockmarketcrash,1
buy dip till become majority shareholder company.__ #sgxnifty #stockmarketcrash #stockmarketindia #nifty,0
"#bearmarket @omaxtoken reached 4.9k #bnb liquidity pool,i would like thanks community behalf #omax make us stronger day day.developments going #blockchain .fill bags .#btc #cryptomarket #crypto #cryptocurrency #blockchain",1
"watch biden admin, spin #stockmarketcrash #putinmarketcrash, really #bidenmarketcrash!",0
"crush 401k, home__ value take job contain price milk. #inflation #stockmarketcrash #gasprices #federalreserve #oil #spy #qqq",1
"poll: __he silence bear allows concentration long-term thinking. rather keep weekly trends, #bearmarket #entrepreneurs able set foundations next years decades._ ~ @banklesshq | #crypto #web3 #defi ______",0
tomorrow #fomc meeting bring volatility markets think still #bearmarket #crypto #btc #eth #altcoins,0
people making live changing profits crypto #bearmarket ones exchanging #bitcoin quality altcoins! #hex,1
bring back 2020 circuit breakers!! #stockmarketcrash,0
"#thursdaythoughts: there__ market crash, it__ time enter &amp; buy, leave. many don__ follow strategy #bearmarket.",-1
june worst power shortage. unbelievable rate hikes long power cuts kafi hai apko balance kgarab karne k luye... #sharemarket #stockmarket #stockmarketcrash #powercut,-1
#bearmarket going live bridge also metaverse real life? #btc #sand #crypto,0
@lovesthewords sell everything #stockmarketcrash,0
"nothing market crash. believe investing strategy current portfolio assets, don__ change plans unless good reason. built your_portfolio. #nifty #niftyfuture #niftybank #niftyoptions #stockmarketcrash #stockmarketnews",1
#stockmarketcrash. type cash app use?,0
@karafurunft @ottosuwennft fun watch floor drop like @livesofasuna #bearmarket,1
"@langmanvince trump ""predicted it"" trump set things motion cause it. 1) current inflated housing costs (caused foreign housing market investors) 2) #gopobstructionism 3) trump admin print money feds #stockmarketcrash #blametrump #trumpfuctus",0
how__ buying drip working twitter stock gurus #stockmarketcrash,0
bearish bullish cryptomarket right now? curious.. _ #cryptocurrency #altcoins #bullish #bearmarket #bitcoin #crypto #poll #cryptocrash,0
#stockmarketcrash trending wondering build back better coming along....,1
"yes, pin midterm dreams abortion. everyone gonna forget inflation, gas prices, 401ks #stockmarketcrash.",1
book profit unrealised gains turns unrealised losses !! _¤­_¤­ #nifty #stockmarketcrash,1
@garygensler @hesterpeirce @secgov how's day going? get work done? #citadelscandal #stockmarketcrash #crime #manipulation #sec #complicit,0
"us sneeze, whole world catches cold. #stockmarketcrash",0
#stockmarketcrash #licipo retailers enticed become share holders big question: #lic come free 'reverse debentures' policy convert equities debt stay insured mr. market gyrations?!,1
adding bag lately? still shopping lazada shopee? __#bearmarket,0
trading never stops teaching. _____ #trading #stockmarketcrash,1
we__e broken downward sloping resistance line headed back 40k range. feel coming week #btc #bitcoin #trading #markets #crypto #charts #fud #hodl #cryptocurrency #bearmarket #bullmarket,-1
call investor without experiencing bear market? #bearmarket2022 #bears #bearmarket,0
"$freq mark words_ penny stock sooner later. get news first always. please don__ dumb ignore this. advanced dd tells truth one. ______ #stocks #stockmarketcrash follow one click away, feed don__ lie.",1
think dump #crypto #bitcoincrash #bearmarket #bullish,-1
everyone rooting crypto crash likely learning today stock market crypto market behave similarly_ #stockmarketcrash,-1
can't even afford mid life crisis now. #stockmarketcrash,-1
"bull markets, easy forget game ultimately living. you__e dead, nothing good happen. death forever. #happymonday #bearmarket",-1
giving away $50 $eth random person retweets tweet __ let's take mind #bearmarket stuff __ winner announced tomorrow __ #nft #nftcommunity #crypto #giveaway,1
whole stupid #ukrainerussiaconflict wiped 2700 points sensex today- mega dalal street meltdown! worse day recent history! great! sensitive sensex! lost 2500 rs. investments last week alone! horrid! #stockmarketcrash #stockmarket,-1
stock market analysis confuses correlation causation... that's clear hindsight #stockmarketcrash #statistics,1
caterpillar ( $cat) stock plunges 5% even smashing estimates! #stockmarketcrash #stockmarket #stocksinfocus #stockstowatch #stockmarkets #cat #caterpillar,0
used price spoo options 10 point moves 30 minutes. today it__ 10 point moves 30 seconds #stockmarketcrash #volatility #puts #options,0
"sensex crashes 1,747 points close 56,406 russia-ukraine tensions trigger global sell off; nifty ends 16,850 #stockmarketcrash #stockmarketindia",0
#stockmarketcrash trending. it__ time! crash beeotch!,-1
heard friday 13th monday???!!! #stockmarketcrash,0
point justifying russia right. russia wrong 100% agreed. what's solution ? ukraine fight suppose stop russia ? #nifty50 #optionstrading #ipo #tcs #ukraine #russiaukraineconflict #stockmarketcrash,-1
one 2 things happening. either long fatass bear run_ best discount get crypto _¤£_¤£ #bearmarket #cryptotrading #hodl,1
upcoming new #profilepic new #project #crypto #bearmarket #newcurrency,0
"$eth go sub 1,000 #recession #btc dumping well #stockmarketcrash 100%",-1
#altcoin. corrective $btc move yesterday signs see much lower prices. #btc #btcusdt #trading $eth $link #memecoin $dot $avax $ftm #bearmarket,-1
#feds want create #crypto ?___ know future ..so thinking ..good think news finish #bearmarket ___¥ï_,1
@cryptowhale #bearmarket,0
après â«_sell may_â» â«_plung june_â» _____ï¸ $ndx #bearmarket #stockmarketcrash,0
#elonmusk replace #paragagrawal #twitter ceo ! #buythedip #blockchain #cryptocurrency #stockmarketcrash #nftart,0
#overvalued #stocks #stockmarkets need #reason #correct #ukrainerussiacrisis given much needed #opportunity #sensex #nifty plunging #stockmarketcrash #worldwar3 #ww3,0
"@stephenlweiss run portfolio clients worth millions. don__ give us bill crap, ofcourse care #stockmarketcrash note care would careless",1
"#investors, loosing shit load money due #stock market, right now? asking advice started #investing recently bunch savings account. #stockmarketcrash #stockmarkets",-1
uber cars airbnb houses . . time nifty buyers retail investors money market support ... time go himalayas.. bolo baba ramendra das maharaj ki..... #stockmarketcrash #nifty #banknifty,-1
"crypto market psychological point where, time, could go #bearmarket __ scenario happens, keep holding, staking compounding $atom, $scrt &amp; $juno. 3 one buy (+ $btc &amp; $eth). _§µ 13 reasons",0
portfolio turn green keep checking every 5 minutes. #stockmarketcrash,0
temporary rip retirement accounts. #dollarcostaveraging #stockmarketcrash,0
people know crash is? lol ain't it. #stockmarketcrash,1
bear markets suck #bearmarket #cryptocurrencies,-1
super temped liquidate entire stock portfolio putting into_. ____ take advice always research investing speculative sectors. still stocks seriously considering selling. #stockmarketcrash #bideneconomy,1
everyone voted joe biden 2020 banned voting another presidential election least next 8 years least show gd sense. #stockmarketcrash,-1
"#dowjones #stockmarketcrash #cryptocrash ripple effect trip, fall, crash joe biden policies.",-1
"dipping dip deepest dip stock market trend now..... one guarantee is, it__ never surprises, it__ valentines day ! #stockmarketcrash #dowjones #futures #crudeoil #trader #crypto #altcoins",1
us economy going towards double digit inflation. aggressive rate hikes ahead. fasten seat belts #stockmarketcrash,-1
@un_charlatan @ayucharlottee @shillme @papa_woody21 @urvradoll @melissachainz exactly babe __ soon $btc #bearmarket #bullrun suck. 'cuz fk dk #proofoffview patent print billionares_¼__,-1
"90% altcoins see moment die next two years. new coins coming, #crypto ponzi needs develop new coins, washing machine work properly next bull run. #bitcoin #bearmarket #luna #altcoinseason #stocks #ust",-1
recession might around corner... #stockmarketcrash,-1
bulls need liquidity #stockmarketcrash,0
"selling bounce, continue lighten stock book today's bull run lows. #stockmarket #bullish #bearmarket #bearish $spy",-1
meaning #bearmarket : 'bear' beating stocks hold!,-1
don__ see it. #stockmarketcrash,0
bear market essentially sale every couple years. #stockmarket #stockmarketcrash #stocks #bearmarket #sp500 $voo,0
"today, bitcoin 65% all-time high $69,000 224 days. bitcoin follows historic 84% move, would leave us price around $11,100 per btc november year. think history repeat itself? #bitcoin #crypto #bearmarket",-1
"#fii/fpi (net value) (cr) -5,871.69 #dii (net value) (cr) 3,980.81 #stockmarketindia #nifty #banknifty #stockmarketcrash",0
prevaling market conditions improve. if. lic ipo need insurance! #stockmarketcrash #nifty #lic #ipo #stockmarket,-1
city 25 million people locked six weeks battles covid outbreak | #shanghai #china #covid #investing #niftyit #chinalockdown #banknifty #sell #btc #stockmarketcrash #stockmarketindia,-1
maturity realise hold good shares sell. #stockmarketcrash,1
big bucks made thru ashes brutal bear market. ..have faith n patient....happy dca__ #bearmarket,-1
bullish cardano ever!! - &gt;73% staked (11.34b) - 3.657.285 addresses - vasil hardfork coming - pos designed / native staking wallet without blocking crypto. narrative changing! #ada #cardano #blockchain #pos #staking #bearmarket?,1
"bear markets best time buy stocks, also good opportunity diversify portfolio buy bonds. bonds less volatile give regular cash flow reinvest #banknifty #stockmarket #stockmarketcrash #portfolio #nifty50",1
"#cryptomarket getting #bearmarket ... want imagine gonna happen #nftmarket think lot people going see many #nftprojects down, -80% -90% _¥²",-1
$amc $gme pre-market morning #stockmarketcrash currently trending. #amc #gme __,0
@jackmotleylive @jimcramer took massive beating today #stockmarketcrash #dowjones #nasdaq #stagflation #bearmarket,-1
"time purchase stock #stockmarketcrash. yes, know would say buy now. buy low sell high. _¤¯",-1
care much #bearmarket. #bitcoin overrated.,-1
"markets down, time track exposure investors lawsuits. track you, follow us updates wins, losses, settlements! link bio #investors #crypto #stockmarketcrash #stocks",1
june red #crypto #bearmarket #bitcoin #bitcoincrash #altcoins,0
"someone told once: ""bear market come flash crash. keeps giving hope every day, make feel hopeless next day. feel like bleeding,but would be. slowly kill inside inch inch, candle candle #bearmarket",-1
"if, if, #stockmarket tops end #bearmarket / #recession, history possibly pin reason geopolitical issues (i.e. war). however, like history, bear markets correlated w/ increase interest rates. #trading #investing #spy $spy",1
gm all! think it__ time nfts got moving _.. bored looking wallet hodling till it__ back they__e worth _.. simple _¤·___ï¸ #nfts #bearmarket #bullmarket,1
"hey, stop loss? coz can't stop hitting you__ #stockmarketcrash",-1
strap going ugly landing #stockmarketcrash,-1
"nothing wrong indian economy, inflation well control, factory output highest 8 months, monsoon expected good, growth debt covid well control. #stockmarketcrash #investor #economy",1
"trump holds first rally iowa announcing election bid gets 50k attendees, male liberals shaking dresses #stockmarketcrash",-1
forced liquidations going help stack even merge! #eth #bearmarket #dokwon #cryptocurrency,-1
@cwweb3 @savetonotion #thread #bearmarket,0
observe markets day two. avoid taking fresh long trades wait clarity appear.__ . . . #breakout #investing #stockstowatch #stocks #stockmarket #trading #trades #nifty50 #stockstobuy #stockmarketcrash #stockmarketindia,1
"way get bear market get @teamkhabib wrestling bears again. otherwise, screwed. #bearmarket #cryptomarket",-1
morning 1929 feeling. #greatdepression #recession #stockmarket #stockmarketcrash #nasdaq #dowjones #cryptocurrency prepare yourselves.,1
"...._to_some_metrics. the_chart_below_from_ #delphidigital_shows_prior_ instances_when_#btc's_year- over-year_return_turned_ 2,_which_preceded_ major_price_troughs. typically,_#bearmarket_rallies_ benefit_short-term_traders_until_ a_decisive_shift_from_a_ downtrend_to...",1
"time accumulate much as, #bitcoin move hard time 100,000 again. #bitcoin #bearmarket",-1
"put eggs one basket. always diversify losses! instead losing money stocks, also lose crypto nfts! #stockmarketcrash #cryptos #nft",-1
"greater storm, faster passes soon sun shine. stay strong brave. #bearmarket #btc_ #cryptocurrecy",1
"remember $btc #bearmarket #btc rarely hits bottom initially, fact creates bottom, drops proceeding months, technical bottom 13k$ could low 6.7k$",-1
nifty itc #stockmarketcrash,1
"@jillmislinski fed stopped qe pushed us market extremely overvalued levels, they__e selling(!) stuff bought rate $95b month, it__ hard believe know, still #buyingthedip. #bearmarket, stupid.",-1
stock market can__ crash man__ convinced he__ gonna hit big #stockmarketcrash,0
there__ weird feeling air right now_. seems like everyone trader joe__ mutual understanding world going end #bearmarket2022,1
@himani_taneja13 #stockmarketcrash level??,0
next 7-odd trading sessions offer tremendous opportunity long-term investor. invest good quality management sunrise sectors. #no_war #stopwar #russiaukraineconflict #stockmarketcrash,1
one painful #bearmarket @crypthorpian #altcoins,-1
valentine's day traders investors sader singles. #stockmarketcrash,0
market really test paper handers are. #stockmarketcrash,0
bsdk russia ukraine #stockmarketcrash,0
comes real test!!! real #diamondhands #bearmarket #hodl coins tokens around #cryptocrash it__ time #cryptoarmies unite,0
remember sensex traded 4400 4600 10 years 1990s. nifty crib. think hard buying dip. #stockmarketcrash #banknifty #bse #nifty,1
"$spy 379 coming soon imo. bulls excuse right now. hoping rate hikes priced would pump afterward, see dreams get crushed yesterday. black monday gonna epic #stockmarketcrash",1
what's prediction #crypto market june? __ __? #bearmarket #cryptoworld #cryptoinvestor #investingph,0
#bitcoin #bearmarket isn__ bad.,-1
still think #bearmarket rally don__ anon?,0
stage #stockmarket #traders become #investors investors become traders! #tradersdiary #stockmarketcrash #stockmarketindia,0
rest up. come ready market monday ____ #daytrading #stockmarketcrash,1
#ambujacem 360 pe 2.85-3.05 #nifty50 #stockmarket #stockmarketcrash #nse #nifty #sgxnifty #stockstobuy #optionstrading #lic,0
"believe story everyone else believes, do. usually buy high sell lows. fall tales ""silver bullet"". -- howard marks #personalfinance #stockmarketcrash",-1
"fellow, #nftartists, what's gonna go-to activity period #bearmarket ?? #nftart #nftcollections #bearish #crypto #cryptocurrency #nftarti_st #opensea",0
@victastacks @faboisme gotta stay strong learn cycles. prime buying zone. rise again. dca way! financial advice. #accumulationtime #bearmarket #illtakeyourbags,1
it__ important put current conditions perspective. first time market taken tumble won__ last. declines dow jones industrial average actually fairly regular events. #stockmarket #volatility #stockmarketcrash #investing,1
@atrupar cares ?have seen #stockmarketcrash,1
2000 - 2002 - dot-com bubble 2007 - 2008 - housing bubble 2022 - 2023 - already agreed name? great #tech #stock bubble? #marketcrash #cryptocrash #recession #bearmarket,1
guys think $250 mint market. high? $nio #bearmarket,0
"#stockmarketcrash record high inflation; food shortages; sky high gas prices; people's savings gone biden's america. intentional. cloward-piven comes pass, ie. overload system w/ unsustainable spending destroy economy impose total govt control. #marxism",-1
#nftcollections well #bearmarket ones watch __,1
#stockmarketcrash one comes,0
@pawstronaut13 riding __ #bullmarket soon __ #bearmarket ended. that's $paw $paw do.,0
__random question day! _¤ªwhat advice give crypto lovers entering #bearmarket? #cryptotrading #cryptocurrecy #bitcoin #luna #crypto #cryptocurrency #altcoins #bitcoin #btc #cryptos #solana,1
morning twitter family!_¤ï_ it__ tezos thursday. ya girl going shopping. __ ask entire tezos community_.. shill work please!__ #tezosart #fxhash #objkt #nftcollector #allartmatters #nftphotography #bearmarket #shoppingaddict #darkart,0
"think huge manipulation occurring. whenever you__e holding ce, end los. whereas, holding pe, ending loss. what__ you__e reviews, comment #stockmarketcrash #stockmarkets #stockmarket #nifty50 #optiontrading",-1
crypto community toxic trend screaming hodl looking bigger picture terms economy. #ct #bearmarket,-1
"want help anyone nft/crypto space. stressful time us, want talk someone nft, btc, life dm open #bearmarket #nfts #btc #eth",0
#cryptocurrencies picking #bearmarket miss opportunity life time!,-1
meaningless geomagnetic storm bring us unexpectedly. sayin'. @elonmusk #stockmarketcrash,-1
heard social media - lic premium (-) 50 #stockmarketcrash #stockmarket #stockmarketindia #nifty #nifty50,0
#bearmarket ?__,0
"#apple doin lay away plans like 80s again, took money checking account, gettin overdraft fees da mail now...(tgj) @bankofamerica @cnbc @wsj @nasdaqtech @foxbusiness #stockmarketcrash",1
market crash shaping portfolio include projects really believe longterm. many speculative ones left right me. #lowimpactchannel #defi #cryptocurrency #btc #cro #crypto #bearmarket #marketcrash,-1
"_¡ï_ ____ european central bank holding emergency monetary policy meeting wednesday, bond yields surged recent days many governments across euro zone, adding pressure public debts euro currency. #ecb #bce #bearmarket #stockmarket #crash",-1
#stockmarketcrash cry river. that__ get try take rights away 50% population #roevwade,-1
#bearmarket #babybulls floor 8.75 __,0
"2022 far: began investing savings, saving investments! #stockmarketcrash",0
anyone bought @bearmarketbuds like i__l invite twitter group chat make friends. #bearsfollowbears #bearmarket,1
"trading tough game, don__ think? @citsecurities @theroaringkitty @ryancohen #stockmarket #stockmarketcrash",-1
fall market lead fall government? #fiis #markets #stockmarketcrash,0
love #bearmarket ! buy lot cheap cryptos... instead tears punks !,1
"18,000 cryptocurrencies.. that's ridiculous.. many relevant? maybe 10-20.. that.. need flush out.. extinction event.. re-allocation capital survivors #btc #crypto #etherum #bearmarket",0
#bearmarket continues full swing today,0
"bear market, taking loss also profit!!! #stockmarketcrash #stockmarket #stocks",1
said favorite color red showed market portfolio __ #stockmarketcrash #stockmarkets #nifty #banknifty #investing,1
#stockmarketcrash #bidenstockcrash ....this guy biden destroying everything....except nato nobody gives shit,-1
cams green #stockmarketcrash,0
"much fed hike, think make market go up? sentiment checker! $qqq $iwm $spy $aapl $tsla #poll #fomc #investing #bearmarket #bitcoin",0
hola! #crypto #forex people. tell long think #bearmarket be? buy #dip? #hodl ?,0
@hellofuturistic @elonmusk work #bearmarket,0
10 portfolio stocks accumulated correction : 1. bajaj finance 2. bajaj finserv 3. pidilite 4. asian paints 5. astral ltd 6. relaxo 7. lti 8. ltts 9. tcs 10. titan #stockmarketcrash #bse #ipo #stocks,0
2020 crunching numbers calculate intrinsic value. checked calcs today noticed major error. forgot carry 1. bullish along fact it__ overvalued. everyone must sell! dip! $qqq #stockmarketcrash #bubble #investing,-1
#bearmarket like #fomc stupid market hiking .50 rather another .25 . bond market owns . fed dead,-1
one final run (maybe) time highs blow off. #bubbles #stockmarketcrash,0
helping build life deserve live! we__e long haul! join us today 12 pm pst much needed moody-tation! #nft #bearmarket #mentalhealth #nftstress #nftcommmunity,1
"loving crypto crash, excited next pump. #crypto #bearmarket",1
laal ishq_¤ï_ #stockmarketcrash #portfolio,0
buy dippppppp!!!!!!! #stockmarketcrash #stockmarket #buythedip #nifty,0
found @levis started making sneakers ran bank took money hid mattress...(tgj) #stockmarketcrash,-1
i__ thinking it__ time fire gary gensler ? he__ giving american tax payers qe china. it__ bad enough rich americans stealing poor folks future tax dollars this! didi ? #stockmarketcrash #bullard #criminal @katieporteroc @joebiden @berniesanders,-1
forever $eth ath!! @ensdomains #bearmarket,0
@shillgoat420 #win always __ #qatar2022 #azerbaijangp #stockmarketcrash #dishapatani #happy9thanniversarybts #bitcoincrash #btsfesta2022,0
bse sensex tumbles 750 points today's high #stockmarketcrash #stockmarket,0
1. blame others 2. make fear opposition 3. offer empty promises 4. offer zero f***ing solutions #biden #stockmarketcrash #stockmarket,-1
chill bottom 1k less cares. here. everyone panic mode bottom. #uponly #bitcoin #bearmarket,-1
"opensea removed activity chart #nft #nfts collections... why, why?!! @opensea #bearmarket #bearopensea #eth #ngmi",0
good day #bitcoin__rs _ï¸ who's still holding #cryptos #nfts #cryptocurrency #blockchain #stockmarketcrash #moon,1
biden ukraine- bye done ! #worldwar3 #putin #biden #bidenisafailure #stockmarketcrash,0
hibs stock monday #stockmarketcrash,0
"anyone think opportunities crypto bear market? who's before, bad times? be? #crypto #cryptocurrency #cryptocrash #bitcoin #altcoin #bearmarket",-1
"#stockmarketcrash time indian equity market cheap all. interest rate go up. fd best outperform equity least couple years. equity , valuation matters .",1
#fed pick bear__ market stock market crash soaring inflation. _ #stockmarket #stockmarketcrash,-1
"technical pick : buy timken 2533.80, 2450, sl 2400, tgt 2720, time frame: upto 10 days(r) #nifty #nifty50 #arpredicts #sharemarket #stockmarketindia #stockmarketcrash #stockmarketnews",0
"waiting game difficult part investing, sometimes looking stocks performance every day keeps long term wealth creation race. #investing #nifty #stockmarketcrash",1
"90s kids lived great recession, pandemic war. must declared special variant #russiaukraineconflict #covid19 #stockmarketcrash",1
haha #thebigripoff classic trump. today__ big ripoff #stockmarketcrash,1
@killabearsnft really good #bearmarket compared others. maybe something else?,1
@crypto_futur bon alors #bearmarket ou pas,0
puts week? we__e back #bearmarket,0
said #bearmarket coming called stupid told #crypto coins going moon . i__l let proceed observations . #cryptocrash #cryptocurrency,-1
reason pre open post closing sessions #stockmarketindia investor gets breathing time selling pressure release blocked air wind pipe mkt hours______ #nifty #stockmarketcrash,-1
@cryptosr_us #bearmarket real,0
twitter become stocktwits version 2 days! #stockmarkets #stockmarket #stockmarketcrash #stocksinfocus #stocks,0
$bboz going hard monday #asx #stockmarketcrash,-1
"dear hedgies, would like inform you, haven__ figured now, way out. selling. go away. cannot win! sincerely apes #gme #amcstock #hodl #buythedip #darkpoolabuse #moass #stockmarketcrash #gamestop #apesnotleaving",-1
people still fomoing coins first drop? even bull go well. #optimism probably good pick long term #bearmarket supply 4 bil odd coins.come fellas. buy cheaper l8r,-1
"past three months, netflix lost half total value_ #stockmarketcrash",-1
took longer thought? common man!#stockmarketcrash,0
"dow closed 0.4%, decline almost 2% intraday. sgx #nifty 240 pts morning. let charts tell way forward, even convinced assessment. #stocks #stockmarketcrash #trading #charting #stockmarketindia",1
bearish market go #stockmarketcrash,0
feeling today pals? #bearmarket #cryptocurrency #crypto #bitcoin,1
don__ afraid #sell buy back lower price. companies #buy hold forever. especially don__ pay #dividend. #investing #stockmarketcrash #cryptocrash #trading #financialfreedom #financialwellbeing #financialeducation #hodl,-1
going #cryptocrash? #bitcoin #buythedip #cryptocrash #bearmarket #crypto #cryptocurrency #cryptonews #cryptocurrencynews #cryptomarket #hodl #cryptocurrecy #btc #eth #cryptocurrencies,0
"candle day 10/03/2022 closed. open: $ 41,948.65 high: $ 42,044.09 low: $ 38,605.83 close: $ 39,418.92 change: -6.42% #bitcoin #candle #bearmarket",-1
@blaguesherzo @jimcramer anyone short mother? @jimcramer #stocks #stockmarketcrash #stockmarket,0
know #bearmarket when... really wanted green candle #bitcoin gives 8th consecutive red week... ahh come oooooon!,0
wish weight 52 week low. #stockmarketcrash,1
"bull market creates stupid investors, stupid investors create bear market, bear market creates smart investors, smart investors create bull market. #stocks #stockmarket #equities #bearmarket #bullmarket",1
"14% ytd dip s&amp;p 500 hardly equates #stockmarketcrash. y'all know stocks fluctuate, right? even get started nft crypto volatility...",0
today sad day people ukraine invest stock market #stockmarketcrash #russiainvadedukraine,-1
@tictoctick s&amp;p500 least 1000 more__dollars fluff imo. 4300. (preparing tweet early _¤ï__¤­_) $spx $spy #es_f $ndx #nq_f #stocks #stockmarketcrash #bitcoin_ #bitcoincrash,0
"also observed march april periods many indices fall like banks,power etc opposite pharma index,pharma starts rally march go year #nifty #nifty50 #niftybank #stocks #stockmarketindia #stockmarketcrash #stocks",1
active #stocks (follow top financial news data) $kr 2.24% kroger $sidu 52.35% sidus space $didiy -3.6%% didi global $amd -8.16% advanced micro devices $nio -5.32% nio $aapl -3.77% apple $f -7.7% ford #stockmarketcrash #stock #stockstowatch #stockmarket #trade,1
purchased last 2 monsters local market. mixed emotions right now. hopefully another shipment soon. #stockmarketcrash,1
"alternative universe, fed step unlimited qe march 2020, #bearmarket happened have, 2 years later, may 2021, s&amp;p500 regained 2,000-points ath, ready kick new secular bullmarket next 20 years.",1
"in:amid fed tapering talks, domestic yields steadily rising narrow band, yields expected continue northwards q4 benchmark g-secs rates could move range 6.4-6.8, pre-pandemic level. #stockmarketcrash #stockmarket",0
"lost 1/2 life savings stock market month, time plan b. let's. fucking. go #lfg #stockmarketcrash everyone middle class sold lie. get taxed 30% make investment, good get double taxed, slaves 1%",1
one fall maximum #stockmarketcrash,0
y__ll think $luna? think make come back depegging situation ust kill it? #terra #crypto #bearmarket,-1
"every #marketanalyst generic statement ""bear market ends last bull surrenders"", one knows find out. #nifty #banknifty #bearmarket #bullmarket",-1
normal people: 14 feb valentine's day_¥ï_ traders : 14 feb - fed emergency meeting - 2 year yield rising - inflation - crude oil - election - russia ukraine - 24000 cr bank fraud - financial results #stockmarketcrash #trading #stockmarketindia,-1
33200 closing opened 30850 level banknifty ..let see..#bankniftyoptions #banknifty #nifty #niftyfuture #nifty50 #stockmarketindia #stockmarketcrash,0
buy blood streets even blood. greedy others fearful #stockmarketcrash,-1
remember!!! #bullmarket $ end_$ euphoria #bearmarket $ really believe 1 final push ___.before pull __ #cryptocurrencies #stockmarketcrash guess september 2022 ____,1
"lessons history believe i__ going continue recurring investments right #stockmarketcrash i__l continue #buythedip this_. know deal: __uy everyone fearful, sell everyone greedy_",-1
@dowjones henceforth called 'low jones' ! __ #stockmarket #stockmarketcrash #stockmarketindia #nifty50 #sensex,-1
stock dads midday trending stocks____ $mrna 22% $rivn +10% $ggpi 2% $bdsi +52% $se 24% #daytrading #stocks #stockmarketcrash #stockstowatch #stockmarket trading stocks? follow @stockdads original stock content! ____,1
"live stock market, die stock market... #stockmarketcrash",-1
can't imagine people start flipping realize largest pork processing company (that obama allowed sold china) closed doors. #stockmarketcrash,0
@lindyli hunter ? ...o ya ...nothin see here...move along.#stockmarketcrash,0
"volatile market due geopolitical tensions, follow sitting tight sidelines approach. good time folks invest sip. times money saved money earned. personal view #stockmarketcrash #sharemarket #stockmarket #investing #nifty",1
bear __ swipe only. #stockmarketcrash,0
"think done yet brothers see miner capitulation soon ! average mining costs 30k #btc price currently 18,5k ___ #ponzi #bitcoin #bearmarket2022 keep dca u believe #crypto survive __",0
looking mkts retail withdraw frm lic ipo? likely lic shares may nt huge rally &amp; cud b fetched ipo price later begs question. 18kcr ipo patym perfect timing &amp; govt machinery fails way? #stockmarketcrash #stockmarket #nifty50,1
